% function evaluation | noise-free fitness - Fopt (-1,694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
7747 +6,294759200e-01 +6,294759200e-01 -1,631052408e+01 -1,631052408e+01 +3,3685e+00 +2,4224e+00 -1,9672e+00 +1,0484e+00 +1,2763e+00 -2,1879e+00 +3,3328e+00 -2,1966e+00 -4,2470e-01 -2,2770e+00
11068 +3,053250982e-01 +3,053250982e-01 -1,663467490e+01 -1,663467490e+01 +3,4324e+00 +2,4729e+00 -1,4659e+00 +1,5401e+00 +1,2731e+00 -1,8497e+00 +3,6597e+00 -2,4832e+00 -2,4962e-01 -2,0736e+00
11212 +2,191649271e-01 +2,191649271e-01 -1,672083507e+01 -1,672083507e+01 +3,4784e+00 +2,5180e+00 -1,5410e+00 +1,4113e+00 +1,3443e+00 -1,8579e+00 +3,6048e+00 -2,3320e+00 -2,7075e-01 -2,0064e+00
14919 +1,181725853e-01 +1,181725853e-01 -1,682182741e+01 -1,682182741e+01 +3,7118e+00 +2,5165e+00 -1,5283e+00 +1,4365e+00 +1,4257e+00 -1,8803e+00 +3,4950e+00 -2,3506e+00 -3,6247e-01 -2,0112e+00
15547 +8,722682774e-02 +8,722682774e-02 -1,685277317e+01 -1,685277317e+01 +3,6357e+00 +2,5168e+00 -1,5137e+00 +1,4731e+00 +1,4537e+00 -1,9011e+00 +3,5166e+00 -2,3353e+00 -3,6353e-01 -2,0243e+00
17920 +4,440057844e-02 +4,440057844e-02 -1,689559942e+01 -1,689559942e+01 +3,6399e+00 +2,5344e+00 -1,5361e+00 +1,4873e+00 +1,3956e+00 -1,8923e+00 +3,5082e+00 -2,3251e+00 -3,5566e-01 -2,0209e+00
19601 +3,679068089e-02 +3,679068089e-02 -1,690320932e+01 -1,690320932e+01 +3,6316e+00 +2,5535e+00 -1,5250e+00 +1,4808e+00 +1,4010e+00 -1,9001e+00 +3,4763e+00 -2,3442e+00 -3,8866e-01 -2,0453e+00
23194 +2,364883280e-02 +2,364883280e-02 -1,691635117e+01 -1,691635117e+01 +3,6492e+00 +2,5408e+00 -1,5137e+00 +1,4560e+00 +1,3965e+00 -1,9003e+00 +3,5071e+00 -2,3532e+00 -3,6977e-01 -2,0461e+00
23928 +1,421929528e-02 +1,421929528e-02 -1,692578070e+01 -1,692578070e+01 +3,6498e+00 +2,5453e+00 -1,5214e+00 +1,4697e+00 +1,3985e+00 -1,9027e+00 +3,5027e+00 -2,3519e+00 -3,8292e-01 -2,0355e+00
30268 +9,454193231e-03 +9,454193231e-03 -1,693054581e+01 -1,693054581e+01 +3,6532e+00 +2,5510e+00 -1,5333e+00 +1,4676e+00 +1,3996e+00 -1,9070e+00 +3,5055e+00 -2,3536e+00 -3,8435e-01 -2,0358e+00
33519 +6,022643045e-03 +6,022643045e-03 -1,693397736e+01 -1,693397736e+01 +3,6565e+00 +2,5482e+00 -1,5329e+00 +1,4664e+00 +1,3944e+00 -1,9061e+00 +3,5021e+00 -2,3491e+00 -3,8069e-01 -2,0347e+00
34131 +3,973287456e-03 +3,973287456e-03 -1,693602671e+01 -1,693602671e+01 +3,6562e+00 +2,5495e+00 -1,5308e+00 +1,4690e+00 +1,3971e+00 -1,9106e+00 +3,5005e+00 -2,3527e+00 -3,8570e-01 -2,0339e+00
38057 +2,437007244e-03 +2,437007244e-03 -1,693756299e+01 -1,693756299e+01 +3,6544e+00 +2,5486e+00 -1,5277e+00 +1,4710e+00 +1,3976e+00 -1,9082e+00 +3,5023e+00 -2,3497e+00 -3,8322e-01 -2,0362e+00
39518 +1,483811294e-03 +1,483811294e-03 -1,693851619e+01 -1,693851619e+01 +3,6564e+00 +2,5489e+00 -1,5301e+00 +1,4685e+00 +1,3956e+00 -1,9079e+00 +3,5017e+00 -2,3498e+00 -3,8349e-01 -2,0360e+00
41481 +9,019512532e-04 +9,019512532e-04 -1,693909805e+01 -1,693909805e+01 +3,6562e+00 +2,5496e+00 -1,5305e+00 +1,4690e+00 +1,3957e+00 -1,9082e+00 +3,5013e+00 -2,3502e+00 -3,8394e-01 -2,0363e+00
44626 +6,004506476e-04 +6,004506476e-04 -1,693939955e+01 -1,693939955e+01 +3,6560e+00 +2,5495e+00 -1,5301e+00 +1,4701e+00 +1,3960e+00 -1,9077e+00 +3,5012e+00 -2,3503e+00 -3,8388e-01 -2,0357e+00
48091 +3,715804987e-04 +3,715804987e-04 -1,693962842e+01 -1,693962842e+01 +3,6560e+00 +2,5495e+00 -1,5298e+00 +1,4696e+00 +1,3960e+00 -1,9080e+00 +3,5014e+00 -2,3505e+00 -3,8416e-01 -2,0361e+00
49716 +2,469166107e-04 +2,469166107e-04 -1,693975308e+01 -1,693975308e+01 +3,6560e+00 +2,5497e+00 -1,5297e+00 +1,4695e+00 +1,3962e+00 -1,9081e+00 +3,5015e+00 -2,3505e+00 -3,8415e-01 -2,0360e+00
53035 +1,472888384e-04 +1,472888384e-04 -1,693985271e+01 -1,693985271e+01 +3,6560e+00 +2,5496e+00 -1,5296e+00 +1,4696e+00 +1,3960e+00 -1,9080e+00 +3,5016e+00 -2,3504e+00 -3,8392e-01 -2,0361e+00
55734 +9,265942159e-05 +9,265942159e-05 -1,693990734e+01 -1,693990734e+01 +3,6560e+00 +2,5496e+00 -1,5296e+00 +1,4696e+00 +1,3959e+00 -1,9080e+00 +3,5016e+00 -2,3504e+00 -3,8403e-01 -2,0360e+00
58582 +3,526142675e-05 +3,526142675e-05 -1,693996474e+01 -1,693996474e+01 +3,6560e+00 +2,5496e+00 -1,5296e+00 +1,4696e+00 +1,3960e+00 -1,9080e+00 +3,5016e+00 -2,3504e+00 -3,8401e-01 -2,0360e+00
61865 +2,271116246e-05 +2,271116246e-05 -1,693997729e+01 -1,693997729e+01 +3,6560e+00 +2,5496e+00 -1,5296e+00 +1,4696e+00 +1,3960e+00 -1,9080e+00 +3,5016e+00 -2,3504e+00 -3,8401e-01 -2,0360e+00
65210 +1,217687923e-05 +1,217687923e-05 -1,693998782e+01 -1,693998782e+01 +3,6560e+00 +2,5496e+00 -1,5296e+00 +1,4696e+00 +1,3960e+00 -1,9080e+00 +3,5016e+00 -2,3504e+00 -3,8399e-01 -2,0360e+00
